CALLER,,,,,,Role,
CAMPAIGNER,,,,Polit@,,Role,
CANDIDATE,,,,Polit@,POLIT,Role,
CAPTAIN,,,,,,Role,
CARPENTER,Econ@,,,,,Role,
CARRIER,,,,,,Role,
CATCHER,,,,,,Role,
CELEBRITY,,,,,,Role,
CHAIRMAN,,ECON,,,POLIT,Role,
CHAIRMEN,,ECON,,,POLIT,Role,
CHAMP,,,,,,Role,
CHAMPION,,,,,,Role,
CHANCELLOR,,,,Polit@,POLIT,Role,
CHARACTER#3,,,,,,Role,
CHEAT#1,Econ@,,,,,Role,
CHERUB,,,,,,Role,
CHIEF#1,,,,,,Role,
CHILD,,,,,,Role,
CHILDREN,,,,,,Role,
CITIZEN,,,,Polit@,POLIT,Role,
CIVIL#5,,,,Polit@,POLIT,Role,
CIVILIAN,,,,,POLIT,Role,
CLERK,Econ@,,,,,Role,
CLIENT,Econ@,ECON,,,,Role,
COACH#1,,,,,,Role,
COLLEAGUE,,,,,,Role,
COLONEL,,,,,POLIT,Role,
COMER,,,,,,Role,
COMMANDER,,,,,POLIT,Role,
COMMISSIONER,,,,Polit@,POLIT,Role,
COMMONER,Econ@,,,,POLIT,Role,
COMMUNIST,Econ@,,,Polit@,POLIT,Role,
COMMUTER,,,,,,Role,
COMPANION,,,,,,Role,
COMPOSER,,,,,,Role,
CONDUCTOR,,,,,,Role,
CONFEDERATE,,,,Polit@,POLIT,Role,
CONFIDANT,,,,,,Role,
CONGRESSMEN,,,,Polit@,,Role,
CONSERVATIVE#2,,ECON,,Polit@,POLIT,Role,
CONSTABLE,,,Legal,,,Role,
CONSULTANT,Econ@,ECON,,,,Role,
CONSUMER,Econ@,ECON,,,,Role,
CONTROLLER,Econ@,,,,,Role,
CONVERT#1,,,,,,Role,
CONVICT#1,,,Legal,,,Role,
COOK#2,Econ@,,,,,Role,
COP,,,Legal,,POLIT,Role,
CORPORAL,,,,,,Role,
CORRESPONDENT,,,,,,Role,
COUNSEL#1,,,Legal,,,Role,
COUNSELOR,,,,,,Role,
COWARD,,,,,,Role,
CREATOR,,,,,,Role,
CRIMINAL,,,Legal,,,Role,
CRITIC,,,,,,Role,
CRUSADER,,,,Polit@,,Role,
CUSTOMER,Econ@,ECON,,,,Role,
DANCER,,,,,,Role,
DARLING,,,,,,Role,
DEALER,Econ@,ECON,,,,Role,
DEAN,,,,,,Role,
DEFENDANT,,,,,,Role,
DEFENDER,,,,,,Role,
DELEGATE,,,,Polit@,,Role,
DEMOCRAT,,,,Polit@,POLIT,Role,
DENTIST,Econ@,,,,,Role,
DEPUTY,,,,,POLIT,Role,
DESIGNER,Econ@,,,,,Role,
DETECTIVE,,,Legal,,,Role,
DEVIL,,,,,,Role,
DICTATOR,,,,Polit@,POLIT,Role,
DIRECTOR,,ECON,,,,Role,
DISCIPLE,,,,,,Role,
DISTRIBUTOR,Econ@,ECON,,,,Role,
DIVER,,,,,,Role,
DOCTOR#1,Econ@,,,,,Role,
DOER,,,,,,Role,
DR,,,,,,Role,
DREAMER#1,,,,,,Role,
DREAMER#2,,,,,,Role,
DRIFTER,,,,,,Role,
DRINKER,,,,,,Role,
DRIVER,,,,,,Role,
DRUNK#2,,,,,,Role,
EARNER,Econ@,,,,,Role,
EASTERNER,,,,,,Role,
EATER,,,,,,Role,
EDITOR,Econ@,,,,,Role,
EGO,,,,,,Role,
ELDER#1,,,,,POLIT,Role,
EMPLOYEE,Econ@,ECON,,,,Role,
EMPLOYER,Econ@,ECON,,,,Role,
ENEMY,,,,,POLIT,Role,
ENGINEER,Econ@,,,,,Role,
EQUAL#2,,,,,,Role,
EXAMINER,,,,,,Role,
EXECUTIVE,Econ@,ECON,,,POLIT,Role,
EXPERIENCER,,,,,,Role,
EXPERT#1,,,,,,Role,
EXPLORER,,,,,,Role,
EYE#6,,,Legal,,,Role,
FAN#2,,,,,,Role,
FARSIGHTED,,,,,,Role,
FIGURE#1,,,,,,Role,
FOAM#1,,,,,,Role,
FOND#1,,,,,,Role,
FOOL#2,,,,,,Role,
FORESEE,,,,,,Role,
FORTY,,,,,,Role,
FOUNDER#2,,,,,,Role,
FRACTION,,,,,,Role,
FRESHMEN,,,,,,Role,
FRET,,,,,,Role,
FRIENDLINESS,,,,,,Role,
GAIT,,,,,,Role,
GARMENT,,,,,,Role,
GENERALISE#1,,,,,,Role,
GENTLE,,,,,,Role,
GIANT#1,,,,,,Role,
GIANT#2,,,,,,Role,
GLAD#1,,,,,,Role,
GODDAMN,,,,,,Role,
GRAB,,,,,,Role,
GRADUATE#4,,,,,,Role,
GRIND#2,,,,,,Role,
GROWL,,,,,,Role,
GUARDIAN,,,,,,Role,
GUARDIANSHIP,,,,,,Role,
GUIDANCE,,,,,,Role,
GUIDE#3,,,,,,Role,
GYMNASTIC,,,,,,Role,
HANKER,,,,,,Role,
HATRED,,,,,,Role,
HEAD#3,,,,,,Role,
HEART#1,,,,,,Role,
HELPFUL,,,,,,Role,
HISTORIC,,,,,,Role,
HUMANITARIAN,,,,Polit@,,Role,
HURL,,,,,,Role,
HUT,,,,,,Role,
IDOLIZE,,,,,,Role,
INDEPENDENT#4,,,,,,Role,
INDIVIDUAL#2,,,,,,Role,
INFANTRY,,,,,POLIT,Role,
INHERENT,,,,,,Role,
INSTRUMENT,,,,,,Role,
INTELLECTUAL#3,,,,,,Role,
INVENTORY,Econ@,ECON,,,,Role,
INVETERATE,,,,,,Role,
JANUARY,,,,,,Role,
JERK#2,,,,,,Role,
JOINT,,,,,,Role,
JOLLY,,,,,,Role,
JOURNEY#1,,,,,,Role,
JUDGE#3,,,,,,Role,
JUDGMENT#1,,,Legal,,,Role,
JURY,,,Legal,,POLIT,Role,
KENTUCKY,,,,,,Role,
KID#2,,,,,,Role,
KILOMETER,,,,,,Role,
LABOUR#1,,,,,,Role,
LANDMARK,,,,,,Role,
LAY#1,,,,,,Role,
LEADERSHIP,,,,,POLIT,Role,
LEAST#1,,,,,,Role,
LEGISLATURE,,,,,,Role,
LIBERAL#1,,,,,,Role,
LIBERAL#3,,,,,,Role,
LIFE,,,,,,Role,
LINK#1,,,,,,Role,
LIT,,,,,,Role,
LITIGATION,,ECON,Legal,,POLIT,Role,
LONESOME,,,,,,Role,
LOSS,,,,,,Role,
LOVER#2,,,,,,Role,
LOW-COST,,,,,,Role,
LUNCH,,,,,,Role,
MADNESS,,,,,,Role,
MALADJUSTED,,,,,,Role,
MANAGERIAL,Econ@,ECON,,,,Role,
MANCHESTER,,ECON,,,POLIT,Role,
MANURE,,,,,,Role,
MARE,,,,,,Role,
MARSHALL-PLAN,,,,,,Role,
MASTER#2,,,,,,Role,
MATE#2,,,,,,Role,
MCGOVERN,,,,,POLIT,Role,
MECHANISM,,,,,,Role,
MEMBERSHIP,,,,,,Role,
MERCHANDISE,Econ@,ECON,,,,Role,
MERCHANTILE,,,,,,Role,
MILLION,,,,,,Role,
MINERAL,Econ@,,,,,Role,
MINISTER#2,,,,Polit@,POLIT,Role,
MINISTER#3,,,,,,Role,
MINISTER#4,,,,,,Role,
MIRACLE,,,,,,Role,
MISERABLE,,,,,,Role,
MISSISSIPPI,,,,,,Role,
MOTTLED,,,,,,Role,
MOUSE,,,,,,Role,
MOVIE,,,,,,Role,
MUST#1,,,,,,Role,
NATIVE#2,,,,,POLIT,Role,
NEIGHBOR#2,,,,,,Role,
NEWSPAPER,,,,,,Role,
NEXT#1,,,,,,Role,
NOBODY,,,,,,Role,
NOVELIST,,,,,,Role,
NURSE#1,Econ@,,,,,Role,
OBSOLETE,,,,,,Role,
OFFICIAL#1,,,Legal,,POLIT,Role,
OFFICIAL#2,,,Legal,,,Role,
OPINION,,,,,,Role,
OPPORTUNE,,,,,,Role,
ORCHESTRA,,,,,,Role,
ORTHODOX,,,,,,Role,
OUTSPOKEN,,,,,,Role,
OVERPOWER,,,,,,Role,
OVERSIGHT,,,,,,Role,
OWNERSHIP,Econ@,ECON,,,,Role,
PAIR,,,,,,Role,
PARADE#1,,,,,POLIT,Role,
PART#2,,,,,,Role,
PARTICIPATE#1,,,,,,Role,
PARTISANSHIP,,,,,,Role,
PARTNERSHIP,Econ@,ECON,,,,Role,
PARTY#4,,,,,,Role,
PASSION,,,,,,Role,
PASTORAL,,,,,,Role,
PATIENT#2,,,,,,Role,
PATRIOTIC,,,,Polit@,,Role,
PATRONAGE,Econ@,ECON,,,,Role,
PAYMENT,Econ@,ECON,,,,Role,
PECULIAR,,,,,,Role,
PEERLESS,,,,,,Role,
PERFUME,,,,,,Role,
PERSONAL#1,,,,,,Role,
PERSONAL#2,,,,,,Role,
PERSONALITY,,,,,,Role,
PERSONNEL,Econ@,ECON,,,,Role,
PETTY,,,,,,Role,
PHILOSOPHIC,,,,,,Role,
PHYSICIST,,,,,,Role,
PHYSICS,,,,,,Role,
PIN#1,,,,,,Role,
PIOUS,,,,,,Role,
PLANET,,,,,,Role,
PLANT#1,,,,,,Role,
PLAQUE,,,,,,Role,
PLAYFUL,,,,,,Role,
PLAYTHING,,,,,,Role,
PLUNDER,,,,,,Role,
POETIC,,,,,,Role,
POLITICS,,,,Polit@,POLIT,Role,
PORTION,,,,,,Role,
POSITION#2,,,,,,Role,
POST#4,,,,,,Role,
PRECARIOUS,,,,,,Role,
PRESIDENT-ELECT,,,,,,Role,
PRESS#1,Econ@,ECON,,,,Role,
PRIMARILY,,,,,,Role,
PRINCIPAL#3,,,,,,Role,
PRIVACY,,,,,,Role,
PRIVATE#3,,,,,,Role,
PRIVILEGE,,,,,,Role,
PROACTIVE,,,,,,Role,
PROCURE,,,,,,Role,
PRODUCE#1,,,,,,Role,
PRODUCT,Econ@,ECON,,,,Role,
PROFESSOR,,,,,,Role,
PROFFER,,,,,,Role,
PROGRESS#1,,,,,,Role,
PROPORTION,,,,,,Role,
PROPRIETY,,,,,,Role,
PROTEST#1,,,,,POLIT,Role,
PSYCHOLOGICAL,,,,,,Role,
PSYCHOLOGY,,,,,,Role,
PUPPY,,,,,,Role,
PURSUIT,,,,,,Role,
QUESTIONNAIRE,,,,,,Role,
RACIAL,,,,,POLIT,Role,
RANDOM,,,,,,Role,
RAPID#1,,,,,,Role,
READILY,,,,,,Role,
REBEL#2,,,,,,Role,
RECENT,,,,,,Role,
RECRUIT#2,,,,,,Role,
RECUR,,,,,,Role,
REDRESS,,,,,,Role,
REGISTRATION,,,Legal,,,Role,
REPOSE,,,,,,Role,
REPRESENTATIVE#2,,,,,,Role,
REPUDIATE,,,,,,Role,
RESEMBLE,,,,,,Role,
RESIDENTIAL,,,,,,Role,
REVERENT,,,,,,Role,
RIDGE,,,,,,Role,
RIVAL#2,,,,,,Role,
ROLE,,,,,,Role,
ROLL#1,,,,,,Role,
ROOM#1,,,,,,Role,
ROOSEVELT,,ECON,,,POLIT,Role,
RUMANIA,,,,,,Role,
RUPTURE#1,,,,,,Role,
SAKE,,,,,,Role,
SCHOLARSHIP,,ECON,,,,Role,
SCOFF,,,,,,Role,
SEAMEN,Econ@,,,,,Role,
SEARCH#1,,,,,,Role,
SEASHORE,,,,,,Role,
SECRETARY#2,,,,Polit@,POLIT,Role,
SECT,,,,,,Role,
SEEM#1,,,,,,Role,
SELF-CONTAINED,,,,,,Role,
SEMANTIC,,,,,,Role,
SEND#1,,,,,,Role,
SENIOR#2,,,,,,Role,
SERIES,,,,,,Role,
SERVE#1,Econ@,,,,,Role,
SETUP,,,,,,Role,
SHIELD,,,,,,Role,
SIGNIFICANCE,,,,,,Role,
SINGLE#1,,,,,,Role,
SITUATE,,,,,,Role,
SLANDEROUS,,,,,,Role,
SLAVE#2,,,,,,Role,
SLEAZY,,,,,,Role,
SMOKY,,,,,,Role,
SOCIAL#4,,,,,,Role,
SOCIETY,,,,Polit@,POLIT,Role,
SOFTNESS,,,,,,Role,
SOLE,,,,,,Role,
SOLID,,,,,,Role,
SOUND#1,,,,,,Role,
SPEAR#1,,,,,,Role,
SPECIALIZATION,,,,,,Role,
SPECULATE,,,,,,Role,
SPONSOR#1,Econ@,ECON,,,,Role,
SPONSOR#2,,,,,,Role,
STAR#3,,,,,,Role,
STRANGLE,,,,,,Role,
STUDIO,,,,,,Role,
SUBORDINATION,,,,,,Role,
SUBSCRIPTION,,,,,,Role,
SUCCUMB,,,,,,Role,
SUFFICE,,,,,,Role,
SUPERIOR,,,,,,Role,
SUPPLY#1,Econ@,ECON,,,,Role,
SUPPORTIVE,,,,,,Role,
SURINAM,,,,,,Role,
SUSCEPTIBLE,,,,,,Role,
SUSPECT#2,,,,,,Role,
SWING#1,,,,,,Role,
TAILOR#2,,,,,,Role,
TALL,,,,,,Role,
TEA,,,,,,Role,
TEAM,,,,,,Role,
TEAR#1,,,,,,Role,
TECHNIQUE,,,,,,Role,
TEENAGER,,,,,,Role,
TEETH,,,,,,Role,
TELLING,,,,,,Role,
THERAPY,,,,,,Role,
THIEVES,,,,,,Role,
THIRD#1,,,,,,Role,
TOWARD#1,,,,,,Role,
TRADITION,,,,,,Role,
TRAFFIC,,,,,,Role,
TRAMP,,,,,,Role,
TRAMPLE,,,,,,Role,
TRAVELLER#1,,,,,,Role,
TREASURY,Econ@,ECON,,,POLIT,Role,
UNDERGROUND,,,,,,Role,
UNDERTOOK,,,,,,Role,
USSR,,,,,,Role,
VACILLATE,,,,,,Role,
VAGRANT,Econ@,,,,,Role,
VAGUE,,,,,,Role,
VETO,,,,,,Role,
VICE#2,,ECON,,Polit@,POLIT,Role,
VICTOR,,,,,POLIT,Role,
VICTORIOUS,,,,,,Role,
VIEWPOINT,,,,,,Role,
VILLAIN,,,,,,Role,
VINDICATE,,,,,,Role,
VISIT#1,,,,,,Role,
VISUAL,,,,,,Role,
VOLUNTEER#2,,,,,,Role,
VOUCHSAFE,,,,,,Role,
WAKE#1,,,,,,Role,
WALKER,,,,,,Role,
WALL#1,,,,,,Role,
WANE,,,,,,Role,
WARTIME,,,,,,Role,
WEARINESS,,,,,,Role,
WESTWARD,,,,,,Role,
WHIP#5,,,,,,Role,
WHITE#4,,,,,,Role,
WINTER,,,,,,Role,
WITCH#3,,,,,,Role,
WITNESS#2,,,,,,Role,
WORKINGMAN,,,,,,Role,
WORRY#1,,,,,,Role,
WRITHE,,,,,,Role,
YOUR,,,,,,Role,
YOUTH#2,,,,,,Role,
COLOR#2,,,,,POLIT,,
RACE#2,,,,,POLIT,,
RADAR,,,,,,,
FAMINE,,,,,,,
FOLK#2,,,,,,,
KING,,,,Polit@,POLIT,,
ADMINISTRATION#1,,,,Polit@,POLIT,,
AGENCY,Econ@,ECON,,,POLIT,,
AIR#2,,,,,POLIT,,
ALLIANCE,,,,Polit@,POLIT,,
ARMY,,,,,POLIT,,
ASSEMBLY,,,,,,,
ASSOCIATION#1,,,,,,,
AUDIENCE,,,,,,,
BAND#1,,,,,,,
BANK#1,Econ@,ECON,,,,,
BAR#5,,,Legal,,,,
BLOC,,,,,POLIT,,
BLUE#2,Econ@,ECON,,,,,
BOARD#_10,,,,,,,
BODY#4,,,,Polit@,POLIT,,
CABINET,,,,Polit@,POLIT,,
CANNERY,Econ@,ECON,,,,,
CATHOLIC,,,,,,,
CAVALRY,,,,,POLIT,,
CIVIC,,,,,POLIT,,
CIVIL#2,,,,Polit@,POLIT,,
CIVIL#4,,,,Polit@,POLIT,,
CLASS,,,,,,,
CLUB#1,,,,,,,
COALITION,,,,Polit@,POLIT,,
COHORT,,,,,,,
COLLECTIVE,Econ@,ECON,,,,,
COLONY,,ECON,,Polit@,POLIT,,
COMMITTEE,,,,,POLIT,,
COMMON#2,,,,,,,
COMMON#6,,,,,,,
COMMONWEALTH,,ECON,,Polit@,POLIT,,
COMMUNITY,,ECON,,,POLIT,,
COMPANY#1,Econ@,ECON,,,,,
COMPANY#2,,,,,,,
CONCERN#4,Econ@,ECON,,,,,
CONFERENCE,,ECON,,Polit@,POLIT,,
CONGREGATE,,,,,,,
CONGREGATION,,,,,,,
CONGREGATIONAL,,,,,,,
CONGRESS#1,,,,Polit@,POLIT,,
CONGRESS#2,,,,Polit@,,,
CONGRESSIONAL,,,,Polit@,POLIT,,
CONSPIRACY,,,,Polit@,POLIT,,
CONVENE,,,,,,,
CONVENTION,,,,Polit@,POLIT,,
COOPERATIVE#1,Econ@,ECON,,,,,
CORP,Econ@,ECON,,,,,
CORPORATE,,ECON,,,POLIT,,
CORPORATION,Econ@,ECON,,,,,
CORPS#1,,ECON,,Polit@,POLIT,,
CORPS#2,,ECON,,,POLIT,,
COUNCIL,,,,Polit@,POLIT,,
COUNTRY#1,,ECON,,Polit@,POLIT,,
COUPLE#2,,,,,,,
COURT#1,,,Legal,Polit@,POLIT,,
COURT#3,,,Legal,Polit@,POLIT,,
CREW,,,,,,,
CROSS#6,,,,,,,
CROSS#7,,,,,,,
CROWD#1,,,,,,,
CULMINATE,,,,,,,
CULMINATION,,,,,,,
CULT,,,,,,,
DELEGATION,,,,Polit@,POLIT,,
DEMOCRATIC#2,,,,Polit@,POLIT,,
DENOMINATIONAL,,,,,,,
DEPARTMENT#1,,,,,POLIT,,
DIVISION,,,,,POLIT,,
DROVE#2,,,,,,,
ELECTORAL,,,,,POLIT,,
ELITE,,ECON,,Polit@,POLIT,,
ENSEMBLE,,,,,,,
ENTERPRISE,Econ@,ECON,,,,,
ESTABLISHMENT,Econ@,ECON,,Polit@,POLIT,,
FACULTY#1,,,,,,,
FEDERATE,,,,,,,
FEE,Econ@,ECON,,,,,
FIRM#2,,,,,,,
FLEETING,,,,,,,
FOLK#3,,,,,,,
FOLLOW#7,,,,,,,
FORCE#3,,,,,,,
FORMAL,,,,,,,
GAPE,,,,,,,
GAUDY,,,,,,,
GENEROSITY,Econ@,,,,,,
GIDDY,,,,,,,
GOVERN#2,,,,Polit@,,,
GOVERNMENTAL,,,,Polit@,POLIT,,
GROUP#2,,,,,,,
GUILT,,,,,,,
HEAD#7,,,,,,,
HORIZON,,,,,,,
HOUSE#3,,,,Polit@,,,
HUDDLE#2,,,,,,,
HUMBLE,,,,,,,
INCALCULABLE,,,,,,,
INCORPORATE#2,,,,,,,
INFECT,,,,,,,
INFILTRATION,,,,,,,
JURISDICTION,,,Legal,Polit@,POLIT,,
JUST#1,,,,,,,
LABOR#2,,ECON,,Polit@,POLIT,,
LABOR#3,Econ@,,,,,,
LAYER,,,,,,,
LEAGUE#1,,,,Polit@,,,
LEFT#3,,,,,,,
LEGION#2,,,,,,,
LEGISLATION,,,Legal,Polit@,POLIT,,
MAKE#_10,,,,,,,
MANAGER,Econ@,ECON,,,,,
MANLY,,,,,,,
MASS#3,,,,,,,
MEMORABLE,,,,,,,
MIDNIGHT,,,,,,,
MILK,,,,,,,
MINNESOTA,,,,,,,
MINT,,,,,,,
MOBILE,,,,,,,
MODERNITY,,,,,,,
MONOTONOUS,,,,,,,
MUMBLE,,,,,,,
MUTUAL#2,,,,,,,
MY,,,,,,,
MYSELF#1,,,,,,,
NATIONAL,,,,Polit@,POLIT,,
NATIONALISM,,,,,POLIT,,
NAY,,,,,,,
ORDAIN,,,,,,,
ORGANIZE#1,,,,,,,
PARLIAMENTARY,,,,,,,
PARTOOK,,,,,,,
PARTY#2,,,,,,,
PARTY#3,,,,,,,
PATROL#2,,,,,,,
PEOPLE#2,,,,,,,
PERSPECTIVE,,,,,,,
POLICEMAN,,,Legal,,POLIT,,
POOR#6,,,,,,,
POPULOUS,,,,,,,
PORCH,,,,,,,
POSSESS,,,,,,,
POSTPONE#1,,,,,,,
POWERFUL,,,,Polit@,,,
PRESS#2,,,,,,,
PRIVATE#2,,,Legal,,,,
PROFESSIONAL,Econ@,ECON,,,,,
PUBLIC#1,,,,,POLIT,,
PUBLIC#2,,,,,,,
PUBLIC#3,,,,,,,
QUEEN,,,,Polit@,POLIT,,
RAMBLE,,,,,,,
REDUCE,,,,,,,
REGIMENT,,,,,POLIT,,
REGIMENTATION,,,,,,,
REPUBLICAN,,,,Polit@,POLIT,,
REUNITE,,,,,,,
REVIVE,,,,,,,
ROYALTY,,,,Polit@,POLIT,,
RUB#1,,,,,,,
SECURITY#3,Econ@,ECON,,,,,
SENATOR,,ECON,,Polit@,POLIT,,
SHIPBUILDING,,,,,,,
SOCIAL#2,Econ@,ECON,,,POLIT,,
SOCIOLOGICAL,,,,,,,
SQUADRON,,,,,,,
STAGE#1,,,,,,,
STATE#2,,,,,,,
SUBSCRIBER,Econ@,,,,,,
SUBSEQUENT,,,,,,,
SURE#1,,,,,,,
SYNTHESIS,,,,,,,
TEAMSTER,Econ@,ECON,,,,,
TOGO,,,,,,,
TRIBE,,,,Polit@,POLIT,,
TRIBUNAL,,,,,,,
TROPHY,,,,,,,
TRUSTWORTHINESS,,,,,,,
UNARM,,,,,,,
UNFRIENDLY,,,,,,,
UNION#2,,,,Polit@,POLIT,,
UNION#3,,ECON,,,POLIT,,
WELL-BEING,,,,,,,
ACCOUNT#7,Econ@,ECON,,,,,
ACT#2,,,,,,,
ADAPT,,,,,,,
ADJUST#1,,,,,,,
ADOPT#2,,,,,,,
AFFORD#2,,,,,,,
ARRANGE#2,,,,,,,
ATTACH,,,,,,,
ATTEND#2,,,,,,,
AX,,,Legal,,,,
BAKE,,,,,,,
BALANCE#2,,,,,,,
BANK#4,,,,,,,
BEAR#10,,,,,,,
BORE#3,,,,,,,
BOTHER#2,,,,,,,
BOUGHT,Econ@,,,,,,
BRACE#2,,,,,,,
BRUSH#2,,,,,,,
BUILD#1,,,,,,,
BURDEN#2,,,,,,,
CANVAS#2,,,,,,,
CARRY#4,,,,,,,
CHANNEL#2,,,,,,,
CHARTER#2,Econ@,,,,,,
CIVILIZE#2,,,,,,,
CLEAN#2,,ECON,,,,,
CLEAN#3,,,,,,,
CLEANLINESS,,,,,,,
CLEANSE,,,,,,,
CLOTHE#2,,,,,,,
COAT#2,,,,,,,
COLOR#3,,,,,,,
COME#2,,,,,,,
COMMIT#1,,,,,,,
COMPENSATE,Econ@,,,,,,
COMPILE,,,,,,,
COMPOUND#2,,,,,,,
CONDITION#4,,,,,,,
CONDUCT#3,,,,,,,
CONSTRUCT,,,,,,,
CONTRACT#2,,,Legal,,,,
